date;hour;km;time;pace;lat_start;long_start;lat_finish;long_finish
2021-03-10;04:28;4.37;30.12;12;50.81606579;4.15230134;50.83677183;4.09960174
2021-03-10;00:41;32.06;21.11;8.4;50.78872217;4.17294988;50.9418843;4.55862833
2020-05-08;02:35;49.54;60.49;10.1;50.94384569;4.65538537;50.70843286;4.05848829
2021-06-09;01:45;27.97;55.25;9.9;50.69111546;4.40168037;50.94075032;4.44878756
2021-08-24;21:09;2.02;28.97;1.8;50.74727856;4.3455623;50.75252158;4.31823152
2021-05-16;13:44;23.72;37.46;10.8;50.86783632;4.42357295;50.81842875;4.09598274
2021-07-18;05:24;11.21;46.83;10.1;50.89416653;4.40973234;50.80493093;4.33590585
2020-11-24;05:17;4.02;3.69;2.9;50.91184074;4.1893187;50.92674995;4.13717844
2020-09-26;14:58;8.42;79.41;2.5;50.71140175;4.31156771;50.69178602;4.42665772
2021-03-30;21:02;24.94;95.02;1.9;50.84492441;4.15861315;50.82083839;4.51061058
2020-11-17;03:16;16.97;25.48;3.2;50.74251375;4.24075665;50.88338983;4.14839973
2020-08-30;02:23;44.05;82.67;5.5;50.88078172;4.63540582;50.87453154;4.00961226
2021-04-29;13:00;20.26;44.59;9.3;50.89901434;4.43540331;50.79275599;4.6689916
2020-12-30;06:48;20.1;85.08;1.5;50.70324265;4.30968202;50.76972515;4.57441141
2021-06-26;18:50;22.38;84.72;3.2;50.76626667;4.51395583;50.96633869;4.54710414
2020-07-26;03:57;20.39;89.28;5.7;50.7524696;4.06861648;50.92868517;3.98888325
2020-06-10;00:17;29.72;35.5;6.8;50.76752975;4.42362929;50.93223884;4.09130519
2020-06-22;09:24;37.98;87.01;2.6;50.94986041;4.09470232;50.76659795;4.54986982
2020-09-01;22:53;21.69;14.59;9.4;50.94597409;4.22862457;50.96504575;4.53580158
2020-06-19;03:01;40.97;18.92;3;50.79302898;4.07647628;50.85680304;4.6491786
2021-02-26;09:46;17.24;61.82;2.1;50.77929834;4.14458262;50.93174081;4.10022704
2021-08-21;01:43;27.96;54.21;6.2;50.86289959;4.0227297;50.95576551;4.39213121
2021-07-16;15:48;37.74;14.73;9.4;50.90405706;4.02006974;50.84363583;4.54764455
2020-05-21;09:25;24.79;62.62;8;50.70281702;4.3648217;50.92347688;4.41433903
2020-06-19;09:43;22.94;6.16;4.9;50.82855733;4.17395043;50.69545884;4.42237893
2021-05-29;16:59;21.66;85.27;10.1;50.88711284;3.99943018;50.83468775;4.2956456
2020-12-10;11:33;25.08;62.33;7.9;50.91107973;4.06081947;50.72121797;4.25278611
2021-08-30;00:44;28.19;62.94;3.3;50.92482737;4.08298301;50.73221272;4.34291321
2020-10-21;13:57;51.73;16.99;4;50.96387431;4.62340237;50.72369161;3.99442237
2020-12-10;23:36;39.2;19.25;6.4;50.74038475;3.98344946;50.71364284;4.53707579
2021-01-15;11:09;21.17;82.35;3.7;50.8914649;4.19397192;50.8014104;4.45884972
2020-08-28;20:14;8.73;63.46;3.4;50.70207467;4.65848107;50.77614186;4.61778262
2021-04-25;01:49;37.28;94.39;8.2;50.76855804;4.06547269;50.71363914;4.58649448
2020-07-27;17:52;17.55;28.35;8.5;50.82234;4.57803678;50.96031311;4.45705824
2020-05-11;10:58;22.77;73.56;4.5;50.80284036;4.16578398;50.96581902;4.36146036
2021-08-02;21:20;34.97;7.39;7.6;50.73060854;4.60951891;50.93534497;4.23290508
2021-02-14;08:17;17.5;15.09;10.3;50.75726613;4.59588846;50.91003396;4.53673912
2020-12-27;02:27;15.71;65.53;8.7;50.69810711;4.26760126;50.83764539;4.30191642
2020-09-17;00:18;5.72;30.4;4.9;50.96080804;3.99989553;50.94982837;4.07935782
2020-06-09;16:02;14.06;52.71;2.7;50.82418196;4.42143773;50.94999501;4.44028283
2021-07-01;22:07;23.29;76.66;2.2;50.91401331;4.04653272;50.70543319;4.0181156
2020-06-09;21:54;16.17;64.62;9;50.85187706;4.65506426;50.85459646;4.42545713
2020-10-14;22:45;18.79;55.52;9.1;50.68971713;4.21742518;50.84225047;4.33194727
2021-03-08;22:37;28.28;17.26;1.6;50.77713826;4.13260806;50.71066433;4.51933535
2020-08-09;05:35;0.84;80.95;1.4;50.72048013;4.4148538;50.7249249;4.40522857
2020-08-15;13:37;38.5;14.02;2.1;50.75143928;4.54133566;50.90817498;4.05419593
2020-08-07;11:22;18.15;28.69;8.5;50.7960629;4.34403723;50.85590015;4.5837369
2021-03-05;01:32;26.81;18.84;5.6;50.7563935;4.51463595;50.90603424;4.21632095
2020-11-26;08:44;8.35;4.07;9.9;50.77514953;4.14154599;50.80456801;4.03262601
2021-05-27;16:53;18.68;7.44;6.3;50.69790342;4.63222357;50.75725816;4.38470046
2020-09-28;16:02;29.33;38;3.6;50.94099996;4.39872923;50.87115671;3.99665743
2020-06-07;08:11;27.79;43.8;10.8;50.94325658;4.20377476;50.70957221;4.34333612
2021-04-23;02:21;31.12;5.32;6.9;50.70363717;4.38415655;50.88441627;4.04741776
2021-04-22;00:51;24.32;5.05;10;50.74479958;4.11450749;50.85994745;4.407701
2020-05-15;16:41;13.55;3.87;10.5;50.81527934;4.61216942;50.92525181;4.529547
2021-04-06;13:28;2.12;98.34;8.2;50.96387716;4.51403026;50.96180852;4.48408085
2020-08-13;05:56;12.3;51.89;9.9;50.87235356;4.65526329;50.76189827;4.6478339
2021-04-18;22:26;29.94;99.6;7.7;50.73248454;4.50032161;50.72396119;4.07645356
2020-11-25;08:39;30.61;89.57;5;50.96300092;4.59976189;50.83959997;4.21081417
2021-08-22;16:54;38.66;72.55;10.2;50.72097246;4.17235552;50.86693579;4.66987755
2021-04-14;03:12;21.7;93.82;10.2;50.89002282;4.37525573;50.92600104;4.67843563
2020-09-22;00:10;19.6;16.85;7.2;50.79975064;4.38735835;50.88558395;4.14428437
2021-04-26;12:18;3.3;12.61;1.7;50.81772186;4.64383815;50.78821515;4.63886349
2020-09-20;19:24;7.28;59.29;3.5;50.90071532;4.48433818;50.95391045;4.4240699
2021-04-24;16:45;8.78;42.98;7;50.78348669;4.012946;50.71833807;4.08309554
2021-07-09;06:02;25.55;1.22;5.6;50.70727098;4.63422717;50.81460223;4.31403293
2020-09-06;00:48;36.76;7.55;1.9;50.77309413;3.99927642;50.70680683;4.50948213
2020-07-22;03:58;20.29;94.37;9.3;50.90960903;4.24059844;50.75342756;4.38939119
2021-07-04;08:07;12.44;81.02;1.7;50.79739835;4.60107569;50.69636089;4.52551422
2020-07-22;00:53;23;41.92;2.2;50.76946428;4.00093766;50.88134677;4.27546679
2021-02-18;14:14;36.84;88.48;4.3;50.77480821;4.12975677;50.73256543;4.64759794
2021-04-23;10:33;32.81;64.63;5.7;50.87020464;4.08994892;50.86398427;4.55587179
2020-11-29;16:40;30.82;17;10.2;50.72841535;4.63149199;50.87578626;4.26123728
2021-05-01;15:42;16.46;8.37;5.4;50.8975229;4.41731068;50.75338973;4.36420926
2021-08-29;02:23;24.46;71.55;4.9;50.85340595;4.63798937;50.70814934;4.37755679
2020-09-04;00:22;11.85;70.87;5.2;50.90177973;4.66919685;50.81762591;4.56608053
2021-05-29;18:48;36.88;62.44;9.7;50.83125381;3.9703457;50.76660602;4.48346264
2020-09-06;08:40;8.54;28.6;8.3;50.69532359;4.0216755;50.77136383;4.00523392
2020-11-01;00:50;15.67;96.46;4.8;50.9576334;4.2011498;50.82463741;4.27432081
2020-06-15;05:15;4.81;68.74;8.3;50.81592418;4.19772736;50.80738852;4.26469265
2021-03-16;06:10;20.24;1.63;10.3;50.84824672;4.35946284;50.82492878;4.07452837
2021-07-14;22:31;28.46;46.19;3.8;50.71989787;4.23631254;50.94880622;4.41660139
2020-06-14;01:23;1.99;51.42;9.1;50.85476206;4.02213822;50.859296;4.04952392
2020-05-25;18:16;32.65;79.41;5.7;50.82459795;4.07954579;50.70054617;4.49891908
2021-01-30;06:28;28.47;19.44;4.5;50.74295902;4.33115028;50.90975861;4.63752763
2020-11-09;02:36;21.67;44.21;2.6;50.87318708;4.36199487;50.84147427;4.66558128
2020-05-18;03:20;3.31;8.07;4.1;50.91317063;4.17531378;50.93860944;4.15093914
2020-07-30;15:22;19.27;71.96;10.1;50.78379402;4.34141234;50.80604691;4.07034255
2020-11-22;11:17;10.91;88.68;6.3;50.75086283;4.53621491;50.75604756;4.38188077
2021-07-21;09:29;32.02;18.79;5.2;50.93901129;4.6064235;50.72746801;4.29814105
2021-06-19;12:18;12.71;78.09;2;50.89785434;4.29162434;50.9024541;4.11110894
2020-12-18;20:40;16.85;64.92;8;50.94399055;4.54930857;50.79303157;4.52956201
2021-05-12;14:51;34.22;4.87;10.2;50.84735095;4.11459633;50.70103668;4.54137545
2021-02-14;23:10;26.25;96.85;1.3;50.93469704;4.23245174;50.72512695;4.061251
2020-12-10;06:20;4.9;97.5;1.6;50.90926103;4.33827637;50.94968189;4.36589646
2021-04-12;22:51;17.83;83.15;10.8;50.76573737;4.13368069;50.89332936;4.28693291
2020-05-15;09:55;34.68;90.37;7.8;50.80969166;4.09309216;50.71420685;4.56099077
2021-04-10;03:09;26.94;46.82;9.9;50.91770334;4.31979629;50.69530946;4.47107175
2020-08-01;04:02;40.18;59.26;1.8;50.92106094;4.04650878;50.71945002;4.5195756
2021-07-09;17:45;10.02;54.19;2.2;50.7428744;4.17796065;50.71609306;4.31348233
2020-07-05;22:53;28.76;65.72;6;50.70406936;4.13258736;50.94271896;4.28957528
"2021-10-06";"08:00";"15";"25";"7";"50";"4";"50";"4"
