date;hour;km;time;pace;lat_start;long_start;lat_finish;long_finish
2021-03-13;04:28;32;159;12.1;51.09474018;4.45949725;50.96148408;4.05830285
2021-01-31;00:41;62;503;7.4;50.74815343;3.71893119;50.92527725;4.55716298
2021-02-13;02:35;51;383;8;51.09965379;3.93147915;50.83493135;4.52061492
2021-01-25;01:45;34;166;12.3;51.023067;4.87731631;50.78155553;4.58628015
2021-06-13;21:09;75;608;7.4;51.08087354;4.94698559;50.58140374;4.23305623
2021-10-13;13:44;89;509;10.5;50.58994381;3.64807651;51.12007504;4.59579037
2021-02-02;05:24;37;222;10;50.74124576;4.29060919;50.87061576;4.77326434
2020-12-28;05:17;45;255;10.6;50.60860148;4.90902376;50.78245816;4.33460996
2021-04-14;14:58;45;293;9.2;51.06574766;4.37357226;50.97157626;4.99613492
2020-11-14;21:02;56;501;6.7;50.9870664;4.62340427;50.79687578;3.88916697
2021-10-03;03:16;36;292;7.4;50.56153334;4.34049964;50.65522045;3.84872684
2021-05-29;02:23;81;648;7.5;50.87555271;4.76437896;50.56379823;3.72311655
2021-01-02;13:00;42;277;9.1;51.11878508;3.9828378;50.74226715;3.99936673
2021-02-21;06:48;5;28;10.9;51.15142502;3.83612477;51.16487018;3.90008119
2021-09-25;18:50;46;368;7.5;50.62922987;4.76474828;50.82913048;4.19953932
2021-02-13;03:57;9;43;12.7;50.70521647;4.86139385;50.6848337;4.98161173
2021-01-24;00:17;55;324;10.2;50.76952393;4.04977828;50.73214634;4.83217432
2020-11-27;09:24;97;458;12.7;50.81991302;3.58725292;51.11824216;4.88917569
2020-11-07;22:53;88;528;10;50.73921382;3.76990031;50.54954381;4.97529188
2020-12-21;03:01;50;349;8.6;50.64272682;4.36937524;50.87891623;4.96539056
2021-08-19;09:46;47;282;10;50.77069254;3.76994274;50.75553047;4.4406465
2021-01-14;01:43;66;550;7.2;50.56643658;4.23215295;51.15510215;4.07736649
2021-06-21;15:48;70;375;11.2;50.63074198;4.74341139;50.9807305;3.92547896
2021-01-28;09:25;53;342;9.3;50.95659048;4.19405933;50.99494729;4.94811916
2021-04-18;09:43;8;61;7.9;50.60579214;3.58316419;50.67770804;3.62217713
2021-05-22;16:59;72;351;12.3;50.89917071;3.78791994;51.10428048;4.76824478
2021-03-15;11:33;53;284;11.2;50.9179211;4.17471972;50.5561459;3.68208005
2021-10-14;00:44;45;297;9.1;51.03066879;3.92681449;51.07833192;4.56661693
2021-07-07;13:57;28;267;6.3;51.03311253;4.81041967;50.78055991;4.86429152
2021-06-21;23:36;51;268;11.4;51.06813303;3.9002115;51.16862152;4.61464328
2021-02-20;11:09;85;436;11.7;50.9939382;3.58275007;50.87556252;4.78268552
2021-03-31;20:14;30;212;8.5;50.67638798;4.64632141;50.8839872;4.37551916
2021-05-05;01:49;62;581;6.4;50.72208015;4.79937753;50.79297319;3.92971917
2021-01-08;17:52;62;365;10.2;51.17100462;4.8043236;51.1035032;3.92543008
2021-02-14;10:58;24;209;6.9;51.10777407;4.82737977;51.15401533;4.49839001
2021-01-11;21:20;86;846;6.1;51.06641291;3.71567889;51.07569946;4.94489927
2020-11-05;08:17;26;177;8.8;50.57457757;4.05483728;50.74640275;4.30521577
2021-06-26;02:27;19;152;7.5;50.74055892;4.27750348;50.87818338;4.10816661
2021-01-23;00:18;63;320;11.8;51.11033767;4.01858229;50.56416087;3.75824017
2021-09-06;16:02;32;320;6;50.86671676;3.80555483;50.97571918;4.22753148
2021-03-04;22:07;35;186;11.3;50.98234899;4.02869995;50.73062523;4.31538064
2020-12-01;21:54;52;325;9.6;51.05420018;4.0480468;50.59206899;4.10668887
2021-05-02;22:45;24;125;11.5;50.84264841;4.1216723;50.69432554;3.87546956
2021-04-25;22:37;21;104;12.1;50.90963847;4.66400546;50.97710768;4.38034768
2020-12-22;05:35;30;159;11.3;50.77095651;3.71800871;50.56571069;3.98598516
2021-05-13;13:37;43;248;10.4;50.59783746;4.04214216;50.91077006;4.40015121
2021-02-19;11:22;62;365;10.2;51.0699199;4.18580827;50.61600824;3.67303576
2020-11-10;01:32;61;293;12.5;51.05524715;4.74212583;50.96079017;3.88049168
2021-06-04;08:44;54;303;10.7;50.95787512;4.51816186;50.95920298;3.74948134
2021-03-07;16:53;60;409;8.8;50.54849099;4.94561271;51.00167959;4.49539589
