date;hour;km;time;pace;lat_start;long_start;lat_finish;long_finish
2021-05-30;20:14;30;149;12.1;50.67638798;4.64632141;50.8839872;4.37551916
2021-04-14;01:49;62;503;7.4;50.72208015;4.79937753;50.79297319;3.92971917
2021-10-26;17:52;62;465;8;51.17100462;4.8043236;51.1035032;3.92543008
2020-11-26;10:58;24;117;12.3;51.10777407;4.82737977;51.15401533;4.49839001
2021-04-24;21:20;86;697;7.4;51.06641291;3.71567889;51.07569946;4.94489927
2020-12-26;08:17;26;149;10.5;50.57457757;4.05483728;50.74640275;4.30521577
2021-05-18;02:27;19;114;10;50.74055892;4.27750348;50.87818338;4.10816661
2021-07-02;00:18;63;357;10.6;51.11033767;4.01858229;50.56416087;3.75824017
2021-06-17;16:02;32;209;9.2;50.86671676;3.80555483;50.97571918;4.22753148
2021-08-25;22:07;35;313;6.7;50.98234899;4.02869995;50.73062523;4.31538064
2020-12-13;21:54;52;422;7.4;51.05420018;4.0480468;50.59206899;4.10668887
2020-12-04;22:45;24;192;7.5;50.84264841;4.1216723;50.69432554;3.87546956
2021-06-13;22:37;21;138;9.1;50.90963847;4.66400546;50.97710768;4.38034768
2021-08-04;05:35;30;165;10.9;50.77095651;3.71800871;50.56571069;3.98598516
2021-08-21;13:37;43;344;7.5;50.59783746;4.04214216;50.91077006;4.40015121
2021-07-15;11:22;62;293;12.7;51.0699199;4.18580827;50.61600824;3.67303576
2021-07-20;01:32;61;359;10.2;51.05524715;4.74212583;50.96079017;3.88049168
2021-02-21;08:44;54;255;12.7;50.95787512;4.51816186;50.95920298;3.74948134
2020-11-17;16:53;60;360;10;50.54849099;4.94561271;51.00167959;4.49539589
2020-12-08;16:02;46;321;8.6;51.10172116;3.74233265;51.05280377;4.38803582
2021-01-20;08:11;32;192;10;50.93283884;4.25879141;50.99667969;3.81168668
2021-07-20;02:21;69;575;7.2;51.12927676;3.98728499;51.11136973;4.96958856
2021-08-09;00:51;52;279;11.2;50.65787908;4.33766598;50.99080361;3.8096281
2021-09-13;16:41;45;290;9.3;50.73839256;4.2512336;51.14091543;4.33270226
2021-09-05;13:28;32;243;7.9;50.74779265;4.18164624;50.83222695;3.74046511
2021-06-14;05:56;20;98;12.3;50.88272223;3.72369291;50.84298895;4.00614689
2021-01-09;22:26;42;225;11.2;50.91336876;3.61569277;51.07147703;4.1567487
2021-08-09;08:39;66;435;9.1;50.67817636;4.07425429;51.08597735;4.75580707
2021-07-24;16:54;66;629;6.3;50.55794559;4.66993616;51.15009738;4.54414035
2020-12-23;03:12;54;284;11.4;51.05825714;3.81872563;50.75564094;4.41218194
2021-01-24;00:10;96;492;11.7;50.54854896;5.04396389;51.16153297;4.09204942
2021-01-16;12:18;46;325;8.5;50.99784609;4.29558291;50.69411513;3.85403874
2020-11-10;19:24;9;84;6.4;50.96352682;4.256512;50.89209891;4.32775207
2020-12-10;16:45;53;312;10.2;51.04127971;4.04743554;50.65622425;3.59259073
2020-11-20;06:02;56;487;6.9;50.7285171;4.74000987;51.07946709;4.16656395
2020-11-27;00:48;55;541;6.1;50.85023809;3.77937767;50.56149858;4.40415241
2021-02-04;03:58;58;395;8.8;50.70883955;4.46325131;50.6285213;3.65625895
2021-05-10;08:07;10;80;7.5;50.65784654;4.77518419;50.59191737;4.87731981
2020-11-12;00:53;13;66;11.8;50.58735263;4.76620171;50.67115033;4.89580691
2021-02-22;14:14;60;600;6;50.57217111;4.24733032;50.88986073;3.56577307
2021-05-17;10:33;23;122;11.3;50.97377539;4.79362263;50.85436202;4.53429233
2020-11-10;16:40;45;281;9.6;51.06249228;3.57498676;50.72742853;3.94385526
2021-05-06;15:42;51;266;11.5;50.60577379;4.31651941;51.04112312;4.08816694
2021-01-02;02:23;27;134;12.1;50.99949038;4.01754352;51.12569489;4.33953426
2021-10-13;00:22;36;191;11.3;50.89038709;4.54818516;50.62648451;4.25641638
2021-02-18;18:48;42;242;10.4;51.08952086;4.09510142;50.80689081;4.48445939
2021-06-13;08:40;89;524;10.2;51.16700573;3.6921922;51.02436989;4.94077651
2020-11-26;00:50;29;139;12.5;50.60125599;4.40068726;50.85712795;4.44125775
2021-01-22;05:15;66;370;10.7;50.54663128;4.11394956;51.04906195;3.61383939
2020-12-28;06:10;68;464;8.8;51.10590714;4.03523035;50.60710448;4.5991443
