date;hour;km;time;pace;lat_start;long_start;lat_finish;long_finish
2021-06-21;03:57;9;45;12.1;50.70521647;4.86139385;50.6848337;4.98161173
2021-09-20;00:17;55;446;7.4;50.76952393;4.04977828;50.73214634;4.83217432
2021-03-07;09:24;97;728;8;50.81991302;3.58725292;51.11824216;4.88917569
2021-08-05;22:53;88;429;12.3;50.73921382;3.76990031;50.54954381;4.97529188
2020-12-07;03:01;50;405;7.4;50.64272682;4.36937524;50.87891623;4.96539056
2021-08-06;09:46;47;269;10.5;50.77069254;3.76994274;50.75553047;4.4406465
2020-11-19;01:43;66;396;10;50.56643658;4.23215295;51.15510215;4.07736649
2021-09-18;15:48;70;396;10.6;50.63074198;4.74341139;50.9807305;3.92547896
2021-10-11;09:25;53;346;9.2;50.95659048;4.19405933;50.99494729;4.94811916
2021-03-27;09:43;8;72;6.7;50.60579214;3.58316419;50.67770804;3.62217713
2021-02-12;16:59;72;584;7.4;50.89917071;3.78791994;51.10428048;4.76824478
2020-11-09;11:33;53;424;7.5;50.9179211;4.17471972;50.5561459;3.68208005
2021-09-03;00:44;45;297;9.1;51.03066879;3.92681449;51.07833192;4.56661693
2021-04-01;13:57;28;154;10.9;51.03311253;4.81041967;50.78055991;4.86429152
2021-05-31;23:36;51;408;7.5;51.06813303;3.9002115;51.16862152;4.61464328
2021-08-05;11:09;85;402;12.7;50.9939382;3.58275007;50.87556252;4.78268552
2021-01-25;20:14;30;176;10.2;50.67638798;4.64632141;50.8839872;4.37551916
2021-01-16;01:49;62;293;12.7;50.72208015;4.79937753;50.79297319;3.92971917
2021-10-19;17:52;62;372;10;51.17100462;4.8043236;51.1035032;3.92543008
2021-07-04;10:58;24;167;8.6;51.10777407;4.82737977;51.15401533;4.49839001
2021-07-15;21:20;86;516;10;51.06641291;3.71567889;51.07569946;4.94489927
2021-01-11;08:17;26;217;7.2;50.57457757;4.05483728;50.74640275;4.30521577
2021-06-21;02:27;19;102;11.2;50.74055892;4.27750348;50.87818338;4.10816661
2021-06-22;00:18;63;406;9.3;51.11033767;4.01858229;50.56416087;3.75824017
2020-12-06;16:02;32;243;7.9;50.86671676;3.80555483;50.97571918;4.22753148
2021-06-26;22:07;35;171;12.3;50.98234899;4.02869995;50.73062523;4.31538064
2021-09-28;21:54;52;279;11.2;51.05420018;4.0480468;50.59206899;4.10668887
2021-03-02;22:45;24;158;9.1;50.84264841;4.1216723;50.69432554;3.87546956
2021-06-12;22:37;21;200;6.3;50.90963847;4.66400546;50.97710768;4.38034768
2021-10-13;05:35;30;158;11.4;50.77095651;3.71800871;50.56571069;3.98598516
2021-07-17;13:37;43;221;11.7;50.59783746;4.04214216;50.91077006;4.40015121
2021-06-08;11:22;62;438;8.5;51.0699199;4.18580827;50.61600824;3.67303576
2021-06-09;01:32;61;572;6.4;51.05524715;4.74212583;50.96079017;3.88049168
2021-03-07;08:44;54;318;10.2;50.95787512;4.51816186;50.95920298;3.74948134
2021-04-22;16:53;60;522;6.9;50.54849099;4.94561271;51.00167959;4.49539589
2021-07-03;16:02;46;452;6.1;51.10172116;3.74233265;51.05280377;4.38803582
2020-12-20;08:11;32;218;8.8;50.93283884;4.25879141;50.99667969;3.81168668
2021-10-06;02:21;69;552;7.5;51.12927676;3.98728499;51.11136973;4.96958856
2021-02-22;00:51;52;264;11.8;50.65787908;4.33766598;50.99080361;3.8096281
2021-08-23;16:41;45;450;6;50.73839256;4.2512336;51.14091543;4.33270226
2020-11-16;13:28;32;170;11.3;50.74779265;4.18164624;50.83222695;3.74046511
2021-10-31;05:56;20;125;9.6;50.88272223;3.72369291;50.84298895;4.00614689
2021-05-13;22:26;42;219;11.5;50.91336876;3.61569277;51.07147703;4.1567487
2021-03-14;08:39;66;327;12.1;50.67817636;4.07425429;51.08597735;4.75580707
2021-09-16;16:54;66;350;11.3;50.55794559;4.66993616;51.15009738;4.54414035
2021-03-23;03:12;54;312;10.4;51.05825714;3.81872563;50.75564094;4.41218194
2020-11-24;00:10;96;565;10.2;50.54854896;5.04396389;51.16153297;4.09204942
2021-06-24;12:18;46;221;12.5;50.99784609;4.29558291;50.69411513;3.85403874
2021-02-01;19:24;9;50;10.7;50.96352682;4.256512;50.89209891;4.32775207
2020-12-05;16:45;53;361;8.8;51.04127971;4.04743554;50.65622425;3.59259073
