date;hour;km;time;pace;lat_start;long_start;lat_finish;long_finish
2021-03-10;04:28;72;30.12;12;34.26645;108.960747;-9.6612173;20.3904598
2021-03-10;00:41;49;21.11;8.4;34.26645;108.960747;-9.6612173;20.3904598
2020-05-08;02:35;32;60.49;10.1;46.9167921;36.8246053;41.3259342;-8.2754117
2021-06-09;01:45;82;55.25;9.9;22.625636;114.038535;29.878738;52.8205515
2021-08-24;21:09;49;28.97;1.8;-14.7704597;-70.9026649;27.381466;67.9163808
2021-05-16;13:44;96;37.46;10.8;-8.2373951;113.5103504;44.3337107;40.7679998
2021-07-18;05:24;9;46.83;10.1;51.8478427;42.4697909;38.5056596;70.1455805
2020-11-24;05:17;2;3.69;2.9;40.215006;70.5696268;30.113962;118.169798
2020-09-26;14:58;25;79.41;2.5;39.864867;79.069332;20.3231704;106.0140586
2021-03-30;21:02;59;95.02;1.9;50.4987034;15.6996613;14.5679735;121.0210496
2020-11-17;03:16;64;25.48;3.2;38.3691874;141.059301;14.8221783;120.2851808
2020-08-30;02:23;38;82.67;5.5;29.079175;119.64742;38.7451684;-9.2670871
2021-04-29;13:00;97;44.59;9.3;52.7401064;15.2665222;41.9924293;21.4298411
2020-12-30;06:48;43;85.08;1.5;-5.018945;119.572183;2.100305;101.642899
2021-06-26;18:50;54;84.72;3.2;57.056336;64.6282995;59.3146154;18.0001365
2020-07-26;03:57;30;89.28;5.7;38.79;-77.19;-7.0626852;107.0663524
2020-06-10;00:17;96;35.5;6.8;22.5835642;-83.9479637;30.4190616;-97.8395151
2020-06-22;09:24;14;87.01;2.6;10.7578263;106.7012968;47.338665;123.205323
2020-09-01;22:53;23;14.59;9.4;31.348795;121.7666886;50.8866749;21.2296066
2020-06-19;03:01;72;18.92;3;22.332599;-80.2711588;51.5742615;5.0840393
2021-02-26;09:46;45;61.82;2.1;50.6978262;36.1738669;39.1070379;-94.4928531
2021-08-21;01:43;29;54.21;6.2;46.068811;6.568907;-7.7764226;113.2037131
2021-07-16;15:48;3;14.73;9.4;9.834321;-84.3368699;41.4832512;-8.39514
2020-05-21;09:25;18;62.62;8;27.122273;116.571317;32.4865436;-116.8822919
2020-06-19;09:43;33;6.16;4.9;-26.0012842;31.7594384;-6.4952673;107.8050772
2021-05-29;16:59;35;85.27;10.1;30.356669;117.47637;-9.9851249;124.0585732
2020-12-10;11:33;88;62.33;7.9;32.509155;120.127934;-8.3654775;113.5371368
2021-08-30;00:44;74;62.94;3.3;55.87784;38.95423;-5.3383734;119.3831026
2020-10-21;13:57;24;16.99;4;14.73927;44.20664;-2.5082067;112.1787896
2020-12-10;23:36;28;19.25;6.4;23.020673;113.751799;30.798775;121.33638
2021-01-15;11:09;35;82.35;3.7;48.509075;-2.7383235;32.852247;35.201315
2020-08-28;20:14;58;63.46;3.4;55.6354144;13.0577113;18.1811952;104.5451903
2021-04-25;01:49;46;94.39;8.2;-7.4011226;111.5110576;-8.2631;113.8575
2020-07-27;17:52;82;28.35;8.5;61.1521338;28.0739477;54.36667;24.33333
2020-05-11;10:58;98;73.56;4.5;30.8337059;35.6160558;18.932625;-70.4079274
2021-08-02;21:20;72;7.39;7.6;40.7929026;43.8464971;46.2534684;16.6157314
2021-02-14;08:17;9;15.09;10.3;27.018126;114.370929;58.6124906;16.157269
2020-12-27;02:27;27;65.53;8.7;23.12468;113.3612;-9.0156495;32.9972793
2020-09-17;00:18;40;30.4;4.9;32.7827213;131.1627748;-9.7918763;119.9393608
2020-06-09;16:02;92;52.71;2.7;5.8833366;118.0357162;13.5369065;-87.485158
